0.6773 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
4.8348 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2560, 1440]. Using actual size
5.3533 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fbb833bad68>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fbb83a84f98>, multiSample=False, name='window1', numSamples=2, pos=[640.0, 360.0], screen=0, size=array([5120, 2880]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.3535 	EXP 	window1: mouseVisible = True
5.3535 	EXP 	window1: recordFrameIntervals = False
5.5196 	EXP 	window1: recordFrameIntervals = True
5.7033 	EXP 	window1: recordFrameIntervals = False
5.9973 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.0005, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
8.0528 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=0.3, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
8.4328 	EXP 	Sound sound_1 set volume 1.000
8.4350 	EXP 	Created polygon_3 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon_3', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
8.4391 	EXP 	Sound sound_2 set volume 1.000
8.4411 	EXP 	Created polygon_4 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon_4', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
8.4412 	EXP 	Sound sound_3 set volume 1.000
8.4433 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
8.4733 	EXP 	Sound sound_4 set volume 1.000
8.4752 	EXP 	Created polygon_5 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon_5', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
8.4753 	EXP 	Sound sound_5 set volume 1.000
8.5079 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.5625 	EXP 	text: text = {'participant': '1', 'session': '001', 'date': '2021_Dec_01_2054', 'expName': 'Trial_Exp', 'psychopyVersion': '2021.2.3', 'frameRate': 59.906423291264105}
8.5625 	EXP 	text: autoDraw = True
11.4226 	EXP 	Created sequence: sequential, trialTypes=1, nReps=11, seed=None
11.4229 	EXP 	New trial (rep=0, index=0): None
12.4328 	DATA 	Keypress: space
12.4376 	EXP 	text: autoDraw = False
12.4376 	EXP 	polygon: autoDraw = True
15.4291 	EXP 	polygon: autoDraw = False
15.4291 	EXP 	polygon: autoDraw = False
15.4291 	EXP 	polygon_3: autoDraw = True
19.4456 	EXP 	polygon_3: autoDraw = False
19.4456 	EXP 	polygon_4: autoDraw = True
23.4311 	EXP 	polygon_4: autoDraw = False
23.4311 	EXP 	polygon_2: autoDraw = True
26.7292 	DATA 	Keypress: rshift
26.7336 	EXP 	polygon_2: autoDraw = False
26.7336 	EXP 	polygon_5: autoDraw = True
35.7291 	EXP 	New trial (rep=1, index=0): None
36.7350 	EXP 	polygon_5: autoDraw = False
36.7350 	EXP 	polygon_5: autoDraw = False
36.7350 	EXP 	polygon: autoDraw = True
42.7363 	EXP 	polygon: autoDraw = False
42.7363 	EXP 	polygon: autoDraw = False
42.7363 	EXP 	polygon_3: autoDraw = True
46.7379 	EXP 	polygon_3: autoDraw = False
46.7379 	EXP 	polygon_4: autoDraw = True
50.7390 	EXP 	polygon_4: autoDraw = False
50.7390 	EXP 	polygon_2: autoDraw = True
56.6891 	DATA 	Keypress: rshift
56.6933 	EXP 	polygon_2: autoDraw = False
56.6933 	EXP 	polygon_5: autoDraw = True
64.6874 	EXP 	New trial (rep=2, index=0): None
65.6933 	EXP 	polygon_5: autoDraw = False
65.6933 	EXP 	polygon_5: autoDraw = False
65.6933 	EXP 	polygon: autoDraw = True
68.6930 	EXP 	polygon: autoDraw = False
68.6930 	EXP 	polygon: autoDraw = False
68.6930 	EXP 	polygon_3: autoDraw = True
72.6951 	EXP 	polygon_3: autoDraw = False
72.6951 	EXP 	polygon_4: autoDraw = True
76.6956 	EXP 	polygon_4: autoDraw = False
76.6956 	EXP 	polygon_2: autoDraw = True
89.8308 	DATA 	Keypress: rshift
89.8364 	EXP 	polygon_2: autoDraw = False
89.8364 	EXP 	polygon_5: autoDraw = True
99.8310 	EXP 	New trial (rep=3, index=0): None
100.8368 	EXP 	polygon_5: autoDraw = False
100.8368 	EXP 	polygon_5: autoDraw = False
100.8368 	EXP 	polygon: autoDraw = True
107.8385 	EXP 	polygon: autoDraw = False
107.8385 	EXP 	polygon: autoDraw = False
107.8385 	EXP 	polygon_3: autoDraw = True
111.8401 	EXP 	polygon_3: autoDraw = False
111.8401 	EXP 	polygon_4: autoDraw = True
115.8412 	EXP 	polygon_4: autoDraw = False
115.8412 	EXP 	polygon_2: autoDraw = True
122.3734 	DATA 	Keypress: rshift
122.3776 	EXP 	polygon_2: autoDraw = False
122.3776 	EXP 	polygon_5: autoDraw = True
132.3610 	EXP 	New trial (rep=4, index=0): None
133.3667 	EXP 	polygon_5: autoDraw = False
133.3667 	EXP 	polygon_5: autoDraw = False
133.3667 	EXP 	polygon: autoDraw = True
137.3642 	EXP 	polygon: autoDraw = False
137.3642 	EXP 	polygon: autoDraw = False
137.3642 	EXP 	polygon_3: autoDraw = True
141.3650 	EXP 	polygon_3: autoDraw = False
141.3650 	EXP 	polygon_4: autoDraw = True
145.3660 	EXP 	polygon_4: autoDraw = False
145.3660 	EXP 	polygon_2: autoDraw = True
148.4147 	DATA 	Keypress: rshift
148.4189 	EXP 	polygon_2: autoDraw = False
148.4189 	EXP 	polygon_5: autoDraw = True
158.4138 	EXP 	New trial (rep=5, index=0): None
159.4209 	EXP 	polygon_5: autoDraw = False
159.4209 	EXP 	polygon_5: autoDraw = False
159.4209 	EXP 	polygon: autoDraw = True
162.4205 	EXP 	polygon: autoDraw = False
162.4205 	EXP 	polygon: autoDraw = False
162.4205 	EXP 	polygon_3: autoDraw = True
166.4219 	EXP 	polygon_3: autoDraw = False
166.4219 	EXP 	polygon_4: autoDraw = True
170.4237 	EXP 	polygon_4: autoDraw = False
170.4237 	EXP 	polygon_2: autoDraw = True
172.7878 	DATA 	Keypress: rshift
172.7921 	EXP 	polygon_2: autoDraw = False
172.7921 	EXP 	polygon_5: autoDraw = True
179.7872 	EXP 	New trial (rep=6, index=0): None
180.7930 	EXP 	polygon_5: autoDraw = False
180.7930 	EXP 	polygon_5: autoDraw = False
